id,relationship,is_appropriate,label,quote,origin
1782,club_member,Yes,0,Y'all didnt even know it was her birthday yesterday smh,Adjudication
1782,cousins,Yes,0,Y'all didnt even know it was her birthday yesterday smh,Adjudication
1782,uncle_aunt,Yes,0,Y'all didnt even know it was her birthday yesterday smh,Adjudication
1782,classmate,Yes,0,Y'all didnt even know it was her birthday yesterday smh,Adjudication
1782,married,Yes,0,Y'all didnt even know it was her birthday yesterday smh,Adjudication
1782,coworker,Yes,0,Y'all didnt even know it was her birthday yesterday smh,Adjudication
1782,old_friend,Yes,0,Y'all didnt even know it was her birthday yesterday smh,Adjudication
781,parent,Yes,0,God bless you people that roll your stats. A special breed you are.,Adjudication
781,childhood_friend,Yes,0,God bless you people that roll your stats. A special breed you are.,Adjudication
781,friend,Yes,0,God bless you people that roll your stats. A special breed you are.,Adjudication
781,adopted_child,No,1,God bless you people that roll your stats. A special breed you are.,Adjudication
781,complete_stranger,No,1,God bless you people that roll your stats. A special breed you are.,Adjudication
781,sibling,Yes,0,God bless you people that roll your stats. A special breed you are.,Adjudication
781,step_sibling,Yes,0,God bless you people that roll your stats. A special breed you are.,Adjudication
781,best_friend,Yes,0,God bless you people that roll your stats. A special breed you are.,Adjudication
781,cousins,Yes,0,God bless you people that roll your stats. A special breed you are.,Adjudication
781,neighbor,No,1,God bless you people that roll your stats. A special breed you are.,Adjudication
781,acquaintance,No,1,God bless you people that roll your stats. A special breed you are.,Adjudication
781,old_friend,Yes,0,God bless you people that roll your stats. A special breed you are.,Adjudication
781,child,No,1,God bless you people that roll your stats. A special breed you are.,Adjudication
305,ex_dating,Yes,0,I dont think youre being unreasonable but neither is he.,Adjudication
305,colleague,Yes,0,I dont think youre being unreasonable but neither is he.,Adjudication
305,engaged,Yes,0,I dont think youre being unreasonable but neither is he.,Adjudication
305,law_enforcement,Yes,0,I dont think youre being unreasonable but neither is he.,Adjudication
305,best_friend,Yes,0,I dont think youre being unreasonable but neither is he.,Adjudication
305,neighbor,Yes,0,I dont think youre being unreasonable but neither is he.,Adjudication
305,mentee,Yes,0,I dont think youre being unreasonable but neither is he.,Adjudication
305,child,Yes,0,I dont think youre being unreasonable but neither is he.,Adjudication
305,parent,Yes,0,I dont think youre being unreasonable but neither is he.,Adjudication
305,childhood_friend,Yes,0,I dont think youre being unreasonable but neither is he.,Adjudication
305,teacher,Yes,0,I dont think youre being unreasonable but neither is he.,Adjudication
305,landlord,Yes,0,I dont think youre being unreasonable but neither is he.,Adjudication
305,adopted_child,Yes,0,I dont think youre being unreasonable but neither is he.,Adjudication
305,boss,Yes,0,I dont think youre being unreasonable but neither is he.,Adjudication
305,grandparent,Yes,0,I dont think youre being unreasonable but neither is he.,Adjudication
305,sibling,Yes,0,I dont think youre being unreasonable but neither is he.,Adjudication
305,divorcee,Yes,0,I dont think youre being unreasonable but neither is he.,Adjudication
305,grandchild,Yes,0,I dont think youre being unreasonable but neither is he.,Adjudication
305,friend,Yes,0,I dont think youre being unreasonable but neither is he.,Adjudication
305,step_sibling,Yes,0,I dont think youre being unreasonable but neither is he.,Adjudication
305,employee_in_large_company,Yes,0,I dont think youre being unreasonable but neither is he.,Adjudication
305,person_with_authority,Yes,0,I dont think youre being unreasonable but neither is he.,Adjudication
305,neice_nephew,Yes,0,I dont think youre being unreasonable but neither is he.,Adjudication
305,friends_with_benefits,Yes,0,I dont think youre being unreasonable but neither is he.,Adjudication
305,dating,Yes,0,I dont think youre being unreasonable but neither is he.,Adjudication
305,person_having_an_affair,Yes,0,I dont think youre being unreasonable but neither is he.,Adjudication
305,direct_report,Yes,0,I dont think youre being unreasonable but neither is he.,Adjudication
305,mentor,Yes,0,I dont think youre being unreasonable but neither is he.,Adjudication
305,domestic_partner,Yes,0,I dont think youre being unreasonable but neither is he.,Adjudication
305,lawyer,Yes,0,I dont think youre being unreasonable but neither is he.,Adjudication
305,cousins,Yes,0,I dont think youre being unreasonable but neither is he.,Adjudication
305,uncle_aunt,Yes,0,I dont think youre being unreasonable but neither is he.,Adjudication
305,married,Yes,0,I dont think youre being unreasonable but neither is he.,Adjudication
305,coworker,Yes,0,I dont think youre being unreasonable but neither is he.,Adjudication
305,old_friend,Yes,0,I dont think youre being unreasonable but neither is he.,Adjudication
1445,ex_dating,No,1,how do people find this attractive? absolutely disgusting.,Adjudication
1445,colleague,No,1,how do people find this attractive? absolutely disgusting.,Adjudication
1445,engaged,Yes,0,how do people find this attractive? absolutely disgusting.,Adjudication
1445,best_friend,Yes,0,how do people find this attractive? absolutely disgusting.,Adjudication
1445,neighbor,No,1,how do people find this attractive? absolutely disgusting.,Adjudication
1445,child,Yes,0,how do people find this attractive? absolutely disgusting.,Adjudication
1445,parent,Yes,0,how do people find this attractive? absolutely disgusting.,Adjudication
1445,childhood_friend,Yes,0,how do people find this attractive? absolutely disgusting.,Adjudication
1445,teacher,No,1,how do people find this attractive? absolutely disgusting.,Adjudication
1445,adopted_child,Yes,0,how do people find this attractive? absolutely disgusting.,Adjudication
1445,boss,No,1,how do people find this attractive? absolutely disgusting.,Adjudication
1445,grandparent,No,1,how do people find this attractive? absolutely disgusting.,Adjudication
1445,sibling,Yes,0,how do people find this attractive? absolutely disgusting.,Adjudication
1445,divorcee,Yes,0,how do people find this attractive? absolutely disgusting.,Adjudication
1445,grandchild,Yes,0,how do people find this attractive? absolutely disgusting.,Adjudication
1445,friend,Yes,0,how do people find this attractive? absolutely disgusting.,Adjudication
1445,step_sibling,Yes,0,how do people find this attractive? absolutely disgusting.,Adjudication
1445,employee_in_large_company,No,1,how do people find this attractive? absolutely disgusting.,Adjudication
1445,neice_nephew,Yes,0,how do people find this attractive? absolutely disgusting.,Adjudication
1445,complete_stranger,No,1,how do people find this attractive? absolutely disgusting.,Adjudication
1445,acquaintance,No,1,how do people find this attractive? absolutely disgusting.,Adjudication
1445,friends_with_benefits,Yes,0,how do people find this attractive? absolutely disgusting.,Adjudication
1445,sports_teammate,Yes,0,how do people find this attractive? absolutely disgusting.,Adjudication
1445,dating,Yes,0,how do people find this attractive? absolutely disgusting.,Adjudication
1445,person_having_an_affair,Yes,0,how do people find this attractive? absolutely disgusting.,Adjudication
1445,direct_report,No,1,how do people find this attractive? absolutely disgusting.,Adjudication
1445,domestic_partner,Yes,0,how do people find this attractive? absolutely disgusting.,Adjudication
1445,club_member,Yes,0,how do people find this attractive? absolutely disgusting.,Adjudication
1445,cousins,Yes,0,how do people find this attractive? absolutely disgusting.,Adjudication
1445,uncle_aunt,No,1,how do people find this attractive? absolutely disgusting.,Adjudication
1445,classmate,Yes,0,how do people find this attractive? absolutely disgusting.,Adjudication
1445,married,Yes,0,how do people find this attractive? absolutely disgusting.,Adjudication
1445,coworker,No,1,how do people find this attractive? absolutely disgusting.,Adjudication
1445,old_friend,Yes,0,how do people find this attractive? absolutely disgusting.,Adjudication
dtk070e,friend,Yes,0,"SLOWER, YOU SLUT! ",Perspective
dtk070e,grandparent,No,1,"SLOWER, YOU SLUT! ",Perspective
dtk070e,domestic_partner,No,1,"SLOWER, YOU SLUT! ",Perspective
dtk070e,person_with_authority,No,1,"SLOWER, YOU SLUT! ",Perspective
dtk070e,best_friend,Yes,0,"SLOWER, YOU SLUT! ",Perspective
dtk070e,grandchild,No,1,"SLOWER, YOU SLUT! ",Perspective
dtk070e,friends_with_benefits,No,1,"SLOWER, YOU SLUT! ",Perspective
dtk070e,childhood_friend,No,1,"SLOWER, YOU SLUT! ",Perspective
dtk070e,uncle_aunt,No,1,"SLOWER, YOU SLUT! ",Perspective
dtk070e,divorcee,No,1,"SLOWER, YOU SLUT! ",Perspective
dtk070e,old_friend,Yes,0,"SLOWER, YOU SLUT! ",Perspective
dtk070e,neice_nephew,No,1,"SLOWER, YOU SLUT! ",Perspective
dtk070e,ex_dating,No,1,"SLOWER, YOU SLUT! ",Perspective
dtk070e,neighbor,No,1,"SLOWER, YOU SLUT! ",Perspective
dtk070e,cousins,Yes,0,"SLOWER, YOU SLUT! ",Perspective
dtk070e,person_having_an_affair,No,1,"SLOWER, YOU SLUT! ",Perspective
dtk070e,acquaintance,No,1,"SLOWER, YOU SLUT! ",Perspective
dtk070e,coworker,No,1,"SLOWER, YOU SLUT! ",Perspective
dtk070e,complete_stranger,No,1,"SLOWER, YOU SLUT! ",Perspective
dtk070e,boss,No,1,"SLOWER, YOU SLUT! ",Perspective
dtk070e,parent,No,1,"SLOWER, YOU SLUT! ",Perspective
dtk070e,direct_report,No,1,"SLOWER, YOU SLUT! ",Perspective
dtk070e,classmate,No,1,"SLOWER, YOU SLUT! ",Perspective
dtk070e,employee_in_large_company,No,1,"SLOWER, YOU SLUT! ",Perspective
dtk070e,sports_teammate,No,1,"SLOWER, YOU SLUT! ",Perspective
dtk070e,adopted_child,No,1,"SLOWER, YOU SLUT! ",Perspective
dtk070e,colleague,No,1,"SLOWER, YOU SLUT! ",Perspective
dtk070e,club_member,No,1,"SLOWER, YOU SLUT! ",Perspective
dtk070e,sibling,Yes,0,"SLOWER, YOU SLUT! ",Perspective
dtk070e,dating,No,1,"SLOWER, YOU SLUT! ",Perspective
dtk070e,step_sibling,Yes,0,"SLOWER, YOU SLUT! ",Perspective
dtk070e,engaged,No,1,"SLOWER, YOU SLUT! ",Perspective
dtk070e,married,No,1,"SLOWER, YOU SLUT! ",Perspective
dtk04c9,friend,No,1,"Not a bad little fuck, I expect you'll keep making yourself into a better bimbo whore for me, can't let me get bored with you now can you?",Perspective
dtk04c9,domestic_partner,No,1,"Not a bad little fuck, I expect you'll keep making yourself into a better bimbo whore for me, can't let me get bored with you now can you?",Perspective
dtk04c9,best_friend,No,1,"Not a bad little fuck, I expect you'll keep making yourself into a better bimbo whore for me, can't let me get bored with you now can you?",Perspective
dtk04c9,friends_with_benefits,No,1,"Not a bad little fuck, I expect you'll keep making yourself into a better bimbo whore for me, can't let me get bored with you now can you?",Perspective
dtk04c9,childhood_friend,No,1,"Not a bad little fuck, I expect you'll keep making yourself into a better bimbo whore for me, can't let me get bored with you now can you?",Perspective
dtk04c9,old_friend,No,1,"Not a bad little fuck, I expect you'll keep making yourself into a better bimbo whore for me, can't let me get bored with you now can you?",Perspective
dtk04c9,neighbor,No,1,"Not a bad little fuck, I expect you'll keep making yourself into a better bimbo whore for me, can't let me get bored with you now can you?",Perspective
dtk04c9,person_having_an_affair,No,1,"Not a bad little fuck, I expect you'll keep making yourself into a better bimbo whore for me, can't let me get bored with you now can you?",Perspective
dtk04c9,acquaintance,No,1,"Not a bad little fuck, I expect you'll keep making yourself into a better bimbo whore for me, can't let me get bored with you now can you?",Perspective
dtk04c9,coworker,No,1,"Not a bad little fuck, I expect you'll keep making yourself into a better bimbo whore for me, can't let me get bored with you now can you?",Perspective
dtk04c9,complete_stranger,No,1,"Not a bad little fuck, I expect you'll keep making yourself into a better bimbo whore for me, can't let me get bored with you now can you?",Perspective
dtk04c9,boss,No,1,"Not a bad little fuck, I expect you'll keep making yourself into a better bimbo whore for me, can't let me get bored with you now can you?",Perspective
dtk04c9,direct_report,No,1,"Not a bad little fuck, I expect you'll keep making yourself into a better bimbo whore for me, can't let me get bored with you now can you?",Perspective
dtk04c9,employee_in_large_company,No,1,"Not a bad little fuck, I expect you'll keep making yourself into a better bimbo whore for me, can't let me get bored with you now can you?",Perspective
dtk04c9,colleague,No,1,"Not a bad little fuck, I expect you'll keep making yourself into a better bimbo whore for me, can't let me get bored with you now can you?",Perspective
dtk04c9,dating,No,1,"Not a bad little fuck, I expect you'll keep making yourself into a better bimbo whore for me, can't let me get bored with you now can you?",Perspective
dtk04c9,engaged,No,1,"Not a bad little fuck, I expect you'll keep making yourself into a better bimbo whore for me, can't let me get bored with you now can you?",Perspective
dtk04c9,married,No,1,"Not a bad little fuck, I expect you'll keep making yourself into a better bimbo whore for me, can't let me get bored with you now can you?",Perspective
dtjs7fx,friend,Yes,0,How? What the fuck did he do?,Perspective
dtjs7fx,grandparent,No,1,How? What the fuck did he do?,Perspective
dtjs7fx,domestic_partner,Yes,0,How? What the fuck did he do?,Perspective
dtjs7fx,best_friend,Yes,0,How? What the fuck did he do?,Perspective
dtjs7fx,grandchild,No,1,How? What the fuck did he do?,Perspective
dtjs7fx,friends_with_benefits,Yes,0,How? What the fuck did he do?,Perspective
dtjs7fx,childhood_friend,Yes,0,How? What the fuck did he do?,Perspective
dtjs7fx,uncle_aunt,No,1,How? What the fuck did he do?,Perspective
dtjs7fx,divorcee,Yes,0,How? What the fuck did he do?,Perspective
dtjs7fx,student,No,1,How? What the fuck did he do?,Perspective
dtjs7fx,old_friend,Yes,0,How? What the fuck did he do?,Perspective
dtjs7fx,neice_nephew,No,1,How? What the fuck did he do?,Perspective
dtjs7fx,ex_dating,Yes,0,How? What the fuck did he do?,Perspective
dtjs7fx,teacher,No,1,How? What the fuck did he do?,Perspective
dtjs7fx,neighbor,No,1,How? What the fuck did he do?,Perspective
dtjs7fx,cousins,Yes,0,How? What the fuck did he do?,Perspective
dtjs7fx,person_having_an_affair,Yes,0,How? What the fuck did he do?,Perspective
dtjs7fx,mentor,No,1,How? What the fuck did he do?,Perspective
dtjs7fx,acquaintance,No,1,How? What the fuck did he do?,Perspective
dtjs7fx,coworker,Yes,0,How? What the fuck did he do?,Perspective
dtjs7fx,mentee,No,1,How? What the fuck did he do?,Perspective
dtjs7fx,complete_stranger,No,1,How? What the fuck did he do?,Perspective
dtjs7fx,boss,No,1,How? What the fuck did he do?,Perspective
dtjs7fx,parent,No,1,How? What the fuck did he do?,Perspective
dtjs7fx,direct_report,No,1,How? What the fuck did he do?,Perspective
dtjs7fx,classmate,Yes,0,How? What the fuck did he do?,Perspective
dtjs7fx,child,No,1,How? What the fuck did he do?,Perspective
dtjs7fx,employee_in_large_company,No,1,How? What the fuck did he do?,Perspective
dtjs7fx,sports_teammate,Yes,0,How? What the fuck did he do?,Perspective
dtjs7fx,adopted_child,No,1,How? What the fuck did he do?,Perspective
dtjs7fx,colleague,No,1,How? What the fuck did he do?,Perspective
dtjs7fx,club_member,Yes,0,How? What the fuck did he do?,Perspective
dtjs7fx,sibling,Yes,0,How? What the fuck did he do?,Perspective
dtjs7fx,dating,Yes,0,How? What the fuck did he do?,Perspective
dtjs7fx,step_sibling,Yes,0,How? What the fuck did he do?,Perspective
dtjs7fx,engaged,Yes,0,How? What the fuck did he do?,Perspective
dtjs7fx,married,Yes,0,How? What the fuck did he do?,Perspective
dtk13af,friend,No,1,you would have sex with an ugly guy who happens to be hung?,Perspective
dtk13af,domestic_partner,No,1,you would have sex with an ugly guy who happens to be hung?,Perspective
dtk13af,best_friend,Yes,0,you would have sex with an ugly guy who happens to be hung?,Perspective
dtk13af,friends_with_benefits,No,1,you would have sex with an ugly guy who happens to be hung?,Perspective
dtk13af,childhood_friend,No,1,you would have sex with an ugly guy who happens to be hung?,Perspective
dtk13af,divorcee,No,1,you would have sex with an ugly guy who happens to be hung?,Perspective
dtk13af,old_friend,No,1,you would have sex with an ugly guy who happens to be hung?,Perspective
dtk13af,ex_dating,No,1,you would have sex with an ugly guy who happens to be hung?,Perspective
dtk13af,cousins,No,1,you would have sex with an ugly guy who happens to be hung?,Perspective
dtk13af,person_having_an_affair,No,1,you would have sex with an ugly guy who happens to be hung?,Perspective
dtk13af,coworker,No,1,you would have sex with an ugly guy who happens to be hung?,Perspective
dtk13af,boss,No,1,you would have sex with an ugly guy who happens to be hung?,Perspective
dtk13af,parent,No,1,you would have sex with an ugly guy who happens to be hung?,Perspective
dtk13af,direct_report,No,1,you would have sex with an ugly guy who happens to be hung?,Perspective
dtk13af,classmate,No,1,you would have sex with an ugly guy who happens to be hung?,Perspective
dtk13af,child,No,1,you would have sex with an ugly guy who happens to be hung?,Perspective
dtk13af,employee_in_large_company,No,1,you would have sex with an ugly guy who happens to be hung?,Perspective
dtk13af,colleague,No,1,you would have sex with an ugly guy who happens to be hung?,Perspective
dtk13af,sibling,Yes,0,you would have sex with an ugly guy who happens to be hung?,Perspective
dtk13af,dating,No,1,you would have sex with an ugly guy who happens to be hung?,Perspective
dtk13af,step_sibling,Yes,0,you would have sex with an ugly guy who happens to be hung?,Perspective
dtk13af,engaged,No,1,you would have sex with an ugly guy who happens to be hung?,Perspective
dtk13af,married,No,1,you would have sex with an ugly guy who happens to be hung?,Perspective
dtjwqfr,friend,Yes,0,You're an asshole.,Perspective
dtjwqfr,grandparent,No,1,You're an asshole.,Perspective
dtjwqfr,domestic_partner,No,1,You're an asshole.,Perspective
dtjwqfr,best_friend,Yes,0,You're an asshole.,Perspective
dtjwqfr,grandchild,No,1,You're an asshole.,Perspective
dtjwqfr,friends_with_benefits,No,1,You're an asshole.,Perspective
dtjwqfr,childhood_friend,No,1,You're an asshole.,Perspective
dtjwqfr,uncle_aunt,No,1,You're an asshole.,Perspective
dtjwqfr,divorcee,No,1,You're an asshole.,Perspective
dtjwqfr,student,No,1,You're an asshole.,Perspective
dtjwqfr,old_friend,No,1,You're an asshole.,Perspective
dtjwqfr,neice_nephew,No,1,You're an asshole.,Perspective
dtjwqfr,ex_dating,No,1,You're an asshole.,Perspective
dtjwqfr,teacher,No,1,You're an asshole.,Perspective
dtjwqfr,neighbor,No,1,You're an asshole.,Perspective
dtjwqfr,cousins,No,1,You're an asshole.,Perspective
dtjwqfr,person_having_an_affair,No,1,You're an asshole.,Perspective
dtjwqfr,mentor,No,1,You're an asshole.,Perspective
dtjwqfr,acquaintance,No,1,You're an asshole.,Perspective
dtjwqfr,coworker,No,1,You're an asshole.,Perspective
dtjwqfr,mentee,No,1,You're an asshole.,Perspective
dtjwqfr,complete_stranger,No,1,You're an asshole.,Perspective
dtjwqfr,boss,No,1,You're an asshole.,Perspective
dtjwqfr,parent,No,1,You're an asshole.,Perspective
dtjwqfr,direct_report,No,1,You're an asshole.,Perspective
dtjwqfr,classmate,No,1,You're an asshole.,Perspective
dtjwqfr,child,No,1,You're an asshole.,Perspective
dtjwqfr,employee_in_large_company,No,1,You're an asshole.,Perspective
dtjwqfr,sports_teammate,No,1,You're an asshole.,Perspective
dtjwqfr,adopted_child,No,1,You're an asshole.,Perspective
dtjwqfr,colleague,No,1,You're an asshole.,Perspective
dtjwqfr,club_member,No,1,You're an asshole.,Perspective
dtjwqfr,sibling,No,1,You're an asshole.,Perspective
dtjwqfr,dating,No,1,You're an asshole.,Perspective
dtjwqfr,enemy,Yes,0,You're an asshole.,Perspective
dtjwqfr,step_sibling,No,1,You're an asshole.,Perspective
dtjwqfr,engaged,No,1,You're an asshole.,Perspective
dtjwqfr,rival,Yes,0,You're an asshole.,Perspective
dtjwqfr,married,No,1,You're an asshole.,Perspective
dtjpb2e,friend,Yes,0,you need to learn to take it easy!,Perspective
dtjpb2e,grandparent,Yes,0,you need to learn to take it easy!,Perspective
dtjpb2e,domestic_partner,Yes,0,you need to learn to take it easy!,Perspective
dtjpb2e,best_friend,Yes,0,you need to learn to take it easy!,Perspective
dtjpb2e,grandchild,Yes,0,you need to learn to take it easy!,Perspective
dtjpb2e,friends_with_benefits,Yes,0,you need to learn to take it easy!,Perspective
dtjpb2e,childhood_friend,Yes,0,you need to learn to take it easy!,Perspective
dtjpb2e,uncle_aunt,Yes,0,you need to learn to take it easy!,Perspective
dtjpb2e,divorcee,Yes,0,you need to learn to take it easy!,Perspective
dtjpb2e,student,No,1,you need to learn to take it easy!,Perspective
dtjpb2e,old_friend,Yes,0,you need to learn to take it easy!,Perspective
dtjpb2e,neice_nephew,Yes,0,you need to learn to take it easy!,Perspective
dtjpb2e,ex_dating,Yes,0,you need to learn to take it easy!,Perspective
dtjpb2e,teacher,Yes,0,you need to learn to take it easy!,Perspective
dtjpb2e,cousins,Yes,0,you need to learn to take it easy!,Perspective
dtjpb2e,person_having_an_affair,Yes,0,you need to learn to take it easy!,Perspective
dtjpb2e,mentor,Yes,0,you need to learn to take it easy!,Perspective
dtjpb2e,coworker,Yes,0,you need to learn to take it easy!,Perspective
dtjpb2e,mentee,No,1,you need to learn to take it easy!,Perspective
dtjpb2e,boss,Yes,0,you need to learn to take it easy!,Perspective
dtjpb2e,parent,Yes,0,you need to learn to take it easy!,Perspective
dtjpb2e,direct_report,No,1,you need to learn to take it easy!,Perspective
dtjpb2e,child,Yes,0,you need to learn to take it easy!,Perspective
dtjpb2e,employee_in_large_company,Yes,0,you need to learn to take it easy!,Perspective
dtjpb2e,adopted_child,Yes,0,you need to learn to take it easy!,Perspective
dtjpb2e,colleague,Yes,0,you need to learn to take it easy!,Perspective
dtjpb2e,sibling,Yes,0,you need to learn to take it easy!,Perspective
dtjpb2e,dating,Yes,0,you need to learn to take it easy!,Perspective
dtjpb2e,step_sibling,Yes,0,you need to learn to take it easy!,Perspective
dtjpb2e,engaged,Yes,0,you need to learn to take it easy!,Perspective
dtjpb2e,married,Yes,0,you need to learn to take it easy!,Perspective
dtjsjft,friend,Yes,0,That is so horrifying.,Perspective
dtjsjft,grandparent,Yes,0,That is so horrifying.,Perspective
dtjsjft,domestic_partner,Yes,0,That is so horrifying.,Perspective
dtjsjft,best_friend,Yes,0,That is so horrifying.,Perspective
dtjsjft,grandchild,Yes,0,That is so horrifying.,Perspective
dtjsjft,friends_with_benefits,Yes,0,That is so horrifying.,Perspective
dtjsjft,childhood_friend,Yes,0,That is so horrifying.,Perspective
dtjsjft,uncle_aunt,Yes,0,That is so horrifying.,Perspective
dtjsjft,divorcee,Yes,0,That is so horrifying.,Perspective
dtjsjft,student,Yes,0,That is so horrifying.,Perspective
dtjsjft,old_friend,Yes,0,That is so horrifying.,Perspective
dtjsjft,neice_nephew,Yes,0,That is so horrifying.,Perspective
dtjsjft,ex_dating,Yes,0,That is so horrifying.,Perspective
dtjsjft,teacher,Yes,0,That is so horrifying.,Perspective
dtjsjft,neighbor,Yes,0,That is so horrifying.,Perspective
dtjsjft,cousins,Yes,0,That is so horrifying.,Perspective
dtjsjft,person_having_an_affair,Yes,0,That is so horrifying.,Perspective
dtjsjft,mentor,Yes,0,That is so horrifying.,Perspective
dtjsjft,acquaintance,Yes,0,That is so horrifying.,Perspective
dtjsjft,coworker,Yes,0,That is so horrifying.,Perspective
dtjsjft,fan,Yes,0,That is so horrifying.,Perspective
dtjsjft,mentee,Yes,0,That is so horrifying.,Perspective
dtjsjft,complete_stranger,Yes,0,That is so horrifying.,Perspective
dtjsjft,boss,Yes,0,That is so horrifying.,Perspective
dtjsjft,hero,Yes,0,That is so horrifying.,Perspective
dtjsjft,parent,Yes,0,That is so horrifying.,Perspective
dtjsjft,direct_report,Yes,0,That is so horrifying.,Perspective
dtjsjft,classmate,Yes,0,That is so horrifying.,Perspective
dtjsjft,child,Yes,0,That is so horrifying.,Perspective
dtjsjft,employee_in_large_company,Yes,0,That is so horrifying.,Perspective
dtjsjft,sports_teammate,Yes,0,That is so horrifying.,Perspective
dtjsjft,adopted_child,Yes,0,That is so horrifying.,Perspective
dtjsjft,colleague,Yes,0,That is so horrifying.,Perspective
dtjsjft,club_member,Yes,0,That is so horrifying.,Perspective
dtjsjft,sibling,Yes,0,That is so horrifying.,Perspective
dtjsjft,dating,Yes,0,That is so horrifying.,Perspective
dtjsjft,step_sibling,Yes,0,That is so horrifying.,Perspective
dtjsjft,engaged,Yes,0,That is so horrifying.,Perspective
dtjsjft,married,Yes,0,That is so horrifying.,Perspective
dtjufih,friend,Yes,0,Because they have brains?,Perspective
dtjufih,grandparent,No,1,Because they have brains?,Perspective
dtjufih,domestic_partner,Yes,0,Because they have brains?,Perspective
dtjufih,best_friend,Yes,0,Because they have brains?,Perspective
dtjufih,grandchild,No,1,Because they have brains?,Perspective
dtjufih,friends_with_benefits,Yes,0,Because they have brains?,Perspective
dtjufih,childhood_friend,Yes,0,Because they have brains?,Perspective
dtjufih,uncle_aunt,No,1,Because they have brains?,Perspective
dtjufih,divorcee,Yes,0,Because they have brains?,Perspective
dtjufih,student,No,1,Because they have brains?,Perspective
dtjufih,old_friend,Yes,0,Because they have brains?,Perspective
dtjufih,neice_nephew,No,1,Because they have brains?,Perspective
dtjufih,ex_dating,Yes,0,Because they have brains?,Perspective
dtjufih,teacher,No,1,Because they have brains?,Perspective
dtjufih,neighbor,No,1,Because they have brains?,Perspective
dtjufih,cousins,Yes,0,Because they have brains?,Perspective
dtjufih,person_having_an_affair,Yes,0,Because they have brains?,Perspective
dtjufih,mentor,No,1,Because they have brains?,Perspective
dtjufih,coworker,No,1,Because they have brains?,Perspective
dtjufih,mentee,No,1,Because they have brains?,Perspective
dtjufih,complete_stranger,No,1,Because they have brains?,Perspective
dtjufih,boss,No,1,Because they have brains?,Perspective
dtjufih,parent,No,1,Because they have brains?,Perspective
dtjufih,direct_report,No,1,Because they have brains?,Perspective
dtjufih,classmate,No,1,Because they have brains?,Perspective
dtjufih,child,No,1,Because they have brains?,Perspective
dtjufih,employee_in_large_company,No,1,Because they have brains?,Perspective
dtjufih,adopted_child,No,1,Because they have brains?,Perspective
dtjufih,colleague,No,1,Because they have brains?,Perspective
dtjufih,sibling,Yes,0,Because they have brains?,Perspective
dtjufih,dating,Yes,0,Because they have brains?,Perspective
dtjufih,step_sibling,Yes,0,Because they have brains?,Perspective
dtjufih,engaged,Yes,0,Because they have brains?,Perspective
dtjufih,married,Yes,0,Because they have brains?,Perspective
dtjydiy,friend,Yes,0,McConnell killed that.,Perspective
dtjydiy,domestic_partner,Yes,0,McConnell killed that.,Perspective
dtjydiy,best_friend,Yes,0,McConnell killed that.,Perspective
dtjydiy,friends_with_benefits,Yes,0,McConnell killed that.,Perspective
dtjydiy,childhood_friend,Yes,0,McConnell killed that.,Perspective
dtjydiy,divorcee,Yes,0,McConnell killed that.,Perspective
dtjydiy,old_friend,Yes,0,McConnell killed that.,Perspective
dtjydiy,ex_dating,Yes,0,McConnell killed that.,Perspective
dtjydiy,neighbor,Yes,0,McConnell killed that.,Perspective
dtjydiy,cousins,Yes,0,McConnell killed that.,Perspective
dtjydiy,person_having_an_affair,Yes,0,McConnell killed that.,Perspective
dtjydiy,coworker,Yes,0,McConnell killed that.,Perspective
dtjydiy,boss,Yes,0,McConnell killed that.,Perspective
dtjydiy,direct_report,Yes,0,McConnell killed that.,Perspective
dtjydiy,employee_in_large_company,Yes,0,McConnell killed that.,Perspective
dtjydiy,colleague,Yes,0,McConnell killed that.,Perspective
dtjydiy,sibling,Yes,0,McConnell killed that.,Perspective
dtjydiy,dating,Yes,0,McConnell killed that.,Perspective
dtjydiy,step_sibling,Yes,0,McConnell killed that.,Perspective
dtjydiy,engaged,Yes,0,McConnell killed that.,Perspective
dtjydiy,married,Yes,0,McConnell killed that.,Perspective
dtkc0ov,friend,Yes,0,She can suck my dick anytime she wants. ,Perspective
dtkc0ov,grandparent,No,1,She can suck my dick anytime she wants. ,Perspective
dtkc0ov,domestic_partner,No,1,She can suck my dick anytime she wants. ,Perspective
dtkc0ov,best_friend,Yes,0,She can suck my dick anytime she wants. ,Perspective
dtkc0ov,grandchild,No,1,She can suck my dick anytime she wants. ,Perspective
dtkc0ov,friends_with_benefits,No,1,She can suck my dick anytime she wants. ,Perspective
dtkc0ov,childhood_friend,No,1,She can suck my dick anytime she wants. ,Perspective
dtkc0ov,uncle_aunt,No,1,She can suck my dick anytime she wants. ,Perspective
dtkc0ov,divorcee,No,1,She can suck my dick anytime she wants. ,Perspective
dtkc0ov,old_friend,Yes,0,She can suck my dick anytime she wants. ,Perspective
dtkc0ov,neice_nephew,No,1,She can suck my dick anytime she wants. ,Perspective
dtkc0ov,ex_dating,No,1,She can suck my dick anytime she wants. ,Perspective
dtkc0ov,neighbor,No,1,She can suck my dick anytime she wants. ,Perspective
dtkc0ov,cousins,No,1,She can suck my dick anytime she wants. ,Perspective
dtkc0ov,person_having_an_affair,No,1,She can suck my dick anytime she wants. ,Perspective
